Epochs,maestro_loss,f1_score,precision,recall,dur_error,dur_loss,val_maestro_loss,val_f1_score,val_precision,val_recall,val_dur_error,val_dur_loss
15,0.10821384191513062,0.22579526901245117,0.6941468715667725,0.13517919182777405,0.2612749934196472,0.01306375116109848,0.10494630038738251,0.27101370692253113,0.7148191332817078,0.16738484799861908,0.2540697455406189,0.012703487649559975
16,0.10715152323246002,0.23351328074932098,0.702231764793396,0.14042611420154572,0.26172104477882385,0.013086053542792797,0.10360310971736908,0.2656964063644409,0.7465733885765076,0.16178931295871735,0.23576503992080688,0.011788252741098404
17,0.10612968355417252,0.245000422000885,0.7091295123100281,0.1484593152999878,0.25686055421829224,0.012843028642237186,0.10193580389022827,0.2748708724975586,0.7580476403236389,0.16806818544864655,0.2356930673122406,0.01178465411067009
18,0.10520660877227783,0.25389349460601807,0.713309645652771,0.15481433272361755,0.25451573729515076,0.012725784443318844,0.10208320617675781,0.28949567675590515,0.7349681854248047,0.18042491376399994,0.2420004904270172,0.012100023217499256
19,0.10435206443071365,0.2592826187610626,0.7126122117042542,0.158796489238739,0.2534726858139038,0.01267363503575325,0.10171114653348923,0.29064810276031494,0.7404024600982666,0.18102332949638367,0.2449193149805069,0.0122459651902318
20,0.1034504845738411,0.26555269956588745,0.7095603942871094,0.1637832671403885,0.251152902841568,0.01255764253437519,0.10037897527217865,0.2826624810695648,0.7723142504692078,0.17314395308494568,0.2364722192287445,0.01182361226528883
21,0.10276114195585251,0.2733866572380066,0.7168231010437012,0.16930721700191498,0.2495379000902176,0.012476895935833454,0.09994234889745712,0.28341683745384216,0.768764853477478,0.17390410602092743,0.23243141174316406,0.011621570214629173
22,0.1018868014216423,0.2792069911956787,0.7213824391365051,0.17356695234775543,0.24705402553081512,0.01235270220786333,0.09961733222007751,0.30799248814582825,0.7420532703399658,0.19450677931308746,0.23165570199489594,0.011582786217331886
23,0.10097835212945938,0.2882998585700989,0.7201387882232666,0.18050825595855713,0.246029332280159,0.012301466427743435,0.09832102805376053,0.2994301915168762,0.7692030072212219,0.18609069287776947,0.22886425256729126,0.011443211697041988
24,0.10028548538684845,0.2952940762042999,0.7171786427497864,0.18623070418834686,0.2439906746149063,0.012199534103274345,0.09828150272369385,0.31634166836738586,0.7426624894142151,0.20112675428390503,0.2272932380437851,0.01136466022580862
25,0.09926239401102066,0.3005713224411011,0.7208513617515564,0.19039098918437958,0.24057318270206451,0.012028656899929047,0.09819170087575912,0.3244781196117401,0.7544134259223938,0.2069210559129715,0.2353074997663498,0.011765376664698124
26,0.09862495958805084,0.3074166774749756,0.7268529534339905,0.19543513655662537,0.24025119841098785,0.01201255526393652,0.0976884588599205,0.32563135027885437,0.7591549158096313,0.20745784044265747,0.2320791780948639,0.01160395983606577
27,0.09786350280046463,0.31102657318115234,0.7200115323066711,0.1985798478126526,0.23839998245239258,0.01191999763250351,0.09641541540622711,0.33335646986961365,0.7543272376060486,0.21417118608951569,0.22226910293102264,0.011113456450402737
28,0.09689117223024368,0.32549676299095154,0.734494149684906,0.20941899716854095,0.23688893020153046,0.011844448745250702,0.09603124856948853,0.336394727230072,0.7605846524238586,0.21613429486751556,0.22415485978126526,0.011207742616534233
29,0.09607990086078644,0.33159759640693665,0.7311038374900818,0.2147546261548996,0.2342246174812317,0.01171123143285513,0.09604267030954361,0.35253068804740906,0.7429950833320618,0.23124366998672485,0.2303423285484314,0.0115171167999506
30,0.09538629651069641,0.33511343598365784,0.7279354333877563,0.21803611516952515,0.23235225677490234,0.011617613956332207,0.09470879286527634,0.3515821695327759,0.7622232437133789,0.22871866822242737,0.21906176209449768,0.01095308642834425
31,0.09470013529062271,0.3434680104255676,0.7317975759506226,0.22477108240127563,0.23230761289596558,0.011615381576120853,0.09507376700639725,0.3670135736465454,0.7337261438369751,0.2448846697807312,0.22307224571704865,0.011153612285852432
32,0.0938514694571495,0.35267600417137146,0.7336414456367493,0.23250393569469452,0.22936569154262543,0.011468281969428062,0.0940375104546547,0.3562278151512146,0.768293559551239,0.23205623030662537,0.21690583229064941,0.010845290496945381
33,0.09297843277454376,0.3565378189086914,0.7320544719696045,0.23602576553821564,0.22770175337791443,0.011385087855160236,0.09353163093328476,0.3697929084300995,0.7455701231956482,0.2460865080356598,0.21805301308631897,0.010902651585638523
34,0.09219789505004883,0.36428582668304443,0.7326820492744446,0.2427101880311966,0.2263968139886856,0.0113198421895504,0.09339907020330429,0.37033891677856445,0.748533308506012,0.24620717763900757,0.2175707370042801,0.01087853591889143
35,0.09149470925331116,0.3694908916950226,0.7325327396392822,0.24755702912807465,0.2245982140302658,0.01122991181910038,0.09318917989730835,0.37552884221076965,0.7543774247169495,0.2501858174800873,0.21718432009220123,0.010859215632081032
36,0.091011181473732,0.37685227394104004,0.7354656457901001,0.253715455532074,0.224238321185112,0.01121191494166851,0.09225791692733765,0.37657487392425537,0.7635257244110107,0.25007885694503784,0.21165494620800018,0.010582746006548405
37,0.09009506553411484,0.3821429908275604,0.7365736365318298,0.2583087682723999,0.22262009978294373,0.011131004430353642,0.09194818884134293,0.3781187832355499,0.7544068694114685,0.2524653375148773,0.2082539200782776,0.010412693955004215
38,0.08928032964468002,0.3866504430770874,0.7373502850532532,0.26239246129989624,0.2207006812095642,0.01103503443300724,0.09219136834144592,0.3896765410900116,0.736232578754425,0.2652242183685303,0.21109899878501892,0.010554949752986431
39,0.08858105540275574,0.3912295401096344,0.7344921231269836,0.26710158586502075,0.22090721130371094,0.011045361869037151,0.09221752732992172,0.4035243093967438,0.7151217460632324,0.28118467330932617,0.2150617092847824,0.010753082111477852
40,0.08800885826349258,0.39966824650764465,0.737825334072113,0.2744487524032593,0.2197989970445633,0.010989951901137829,0.0912899449467659,0.39441099762916565,0.747501790523529,0.26814135909080505,0.20744925737380981,0.01037246361374855
41,0.08706127107143402,0.4050075113773346,0.7364708185195923,0.2797016203403473,0.2157900631427765,0.010789508000016212,0.09056489169597626,0.4049907922744751,0.738408625125885,0.2791897654533386,0.2066972702741623,0.0103348633274436
42,0.08645229786634445,0.40860527753829956,0.7355384826660156,0.2832980751991272,0.21581929922103882,0.01079096645116806,0.09047628194093704,0.39756157994270325,0.7568594217300415,0.2697342336177826,0.20830446481704712,0.01041522528976202
