Epochs,maestro_loss,f1_score,precision,recall,dur_error,dur_loss,val_maestro_loss,val_f1_score,val_precision,val_recall,val_dur_error,val_dur_loss
0,0.22332556162297562,0.014546491205692291,0.08617615699768066,0.024071061983704567,0.9982157945632935,0.04991080239415169,0.1447112282582497,0.0,0.0,0.0,0.46880343556404114,0.023440176621079445
1,0.16167711346167438,0.002705241786316037,0.2303304523229599,0.0013650822220370173,0.7063299417495728,0.03531649708747864,0.13938274692724095,0.0,0.0,0.0,0.4489046037197113,0.022445231676101685
2,0.1504626188683492,0.021108539775013924,0.5336263179779053,0.010894634760916233,0.6417343616485596,0.03208671882748604,0.13951963942725346,0.04451349750161171,0.757207453250885,0.023049265146255493,0.5867207050323486,0.02933603525161743
3,0.14352398096146698,0.05394117534160614,0.5984935164451599,0.02866247482597828,0.6072806119918823,0.030364030972123146,0.12942249037046483,0.03843345865607262,0.8756842017173767,0.01973252184689045,0.43649590015411377,0.0218247938901186
4,0.13859028529375644,0.07753623276948929,0.6275495290756226,0.041758932173252106,0.5822191834449768,0.02911096252501011,0.1338443243699212,0.0498218759894371,0.8787727355957031,0.025772444903850555,0.5526314973831177,0.027631575241684914
5,0.1354342544686956,0.10335789620876312,0.6385420560836792,0.05672788992524147,0.5758610367774963,0.028793055564165115,0.12402356918691687,0.09327513724565506,0.8214444518089294,0.0495900996029377,0.42946529388427734,0.021473268046975136
6,0.14158218157175062,0.10687341541051865,0.5855852365493774,0.05944076180458069,0.6509330868721008,0.03254665434360504,0.12263178654467073,0.1305495798587799,0.7451333999633789,0.07174701988697052,0.4439648687839508,0.02219824306666851
7,0.13195514230512972,0.12429139018058777,0.6520634293556213,0.06906282156705856,0.5579227805137634,0.02789613977074623,0.12422590213256768,0.16729086637496948,0.6937576532363892,0.09534814208745956,0.4971831142902374,0.024859152734279633
8,0.13022306794641084,0.13933292031288147,0.6423894762992859,0.07860299944877625,0.5419270396232605,0.027096346020698547,0.12080720795595666,0.12053502351045609,0.7915851473808289,0.06543852388858795,0.37988168001174927,0.018994081765413284
9,0.12889549370834338,0.14838868379592896,0.6678413152694702,0.08389654755592346,0.5346003174781799,0.026730012148618698,0.12302266785068836,0.1483822464942932,0.7759811878204346,0.08231934905052185,0.495773583650589,0.02478867769241333
10,0.1275883865899569,0.16284778714179993,0.6717079281806946,0.09306291490793228,0.5288131237030029,0.026440652087330818,0.11777433711934437,0.16249217092990875,0.7630124688148499,0.09113256633281708,0.42179030179977417,0.02108951471745968
11,0.12558968219342742,0.1767723262310028,0.6763027906417847,0.1020902618765831,0.5146353840827942,0.0257317665964365,0.11395996700880956,0.17068928480148315,0.7865625619888306,0.09604275226593018,0.3548314571380615,0.017741572111845016
12,0.12401010484102756,0.1829376369714737,0.6822776198387146,0.10611418634653091,0.5053810477256775,0.025269055739045143,0.11393469884214026,0.18752740323543549,0.7655687928199768,0.10733351111412048,0.37786057591438293,0.018893031403422356
13,0.12278930904113276,0.19466334581375122,0.6852180361747742,0.1138056293129921,0.49667221307754517,0.024833614006638527,0.11062216580122923,0.21321135759353638,0.7594602704048157,0.12423865497112274,0.3307384252548218,0.016536923125386238
14,0.12109348312513141,0.2040553241968155,0.6914356350898743,0.12007815390825272,0.4834689795970917,0.024173449724912643,0.11360672095946098,0.18982233107089996,0.8095510005950928,0.10782909393310547,0.36419379711151123,0.018209688365459442
15,0.12211319412629089,0.20739704370498657,0.6815303564071655,0.12300919741392136,0.4967229962348938,0.02483615092933178,0.11372580450964484,0.1933520883321762,0.8022464513778687,0.11012125015258789,0.3793070614337921,0.018965357914566994
16,0.11972045411486842,0.20903253555297852,0.6914278268814087,0.1235714852809906,0.4713432788848877,0.023567162454128265,0.1186553815947497,0.2374608963727951,0.6906018853187561,0.14360807836055756,0.42884141206741333,0.021442070603370667
17,0.11967232946257743,0.21612046658992767,0.6961525082588196,0.1283862590789795,0.47136470675468445,0.02356823906302452,0.10828724783789775,0.2228901982307434,0.7712801098823547,0.13048742711544037,0.3147675395011902,0.01573837548494339
18,0.11824616077851198,0.2244722992181778,0.700145959854126,0.13404014706611633,0.4649861454963684,0.02324931137263775,0.10886415996367743,0.24284163117408752,0.7500458359718323,0.14527980983257294,0.33678123354911804,0.01683906465768814
19,0.11758024606415203,0.23201167583465576,0.7025354504585266,0.13936953246593475,0.4640394151210785,0.02320197783410549,0.11287518580521953,0.2602938711643219,0.7553029656410217,0.15764500200748444,0.4310847520828247,0.021554239094257355
20,0.11646776256726807,0.2410799264907837,0.7133592367172241,0.14556707441806793,0.4571458399295807,0.022857293486595154,0.10599782910021428,0.26490461826324463,0.7449955344200134,0.1615213304758072,0.30787336826324463,0.01539367064833641
21,0.11544720863508831,0.24904310703277588,0.7150578498840332,0.1512252539396286,0.45086392760276794,0.022543199360370636,0.10763568580892502,0.26876676082611084,0.7706338763237,0.1634223312139511,0.3460935354232788,0.01730467565357685
22,0.11451604873614399,0.2590850591659546,0.7213278412818909,0.15834234654903412,0.4466618597507477,0.02233310230076313,0.10520896870486965,0.28333932161331177,0.7462444305419922,0.17508767545223236,0.31254810094833374,0.015627404674887657
23,0.11318488325993603,0.2637997269630432,0.7181609869003296,0.16200357675552368,0.4343513548374176,0.02171756699681282,0.10890956822299834,0.2806461453437805,0.7674435973167419,0.17210087180137634,0.3830545246601105,0.019152723252773285
24,0.11244361551523623,0.27072739601135254,0.7227118015289307,0.16703586280345917,0.4335959255695343,0.021679796278476715,0.11136156574191147,0.2908601760864258,0.7482540011405945,0.18093161284923553,0.43753260374069214,0.021876627579331398
25,0.11230055396075062,0.27687203884124756,0.7251216769218445,0.17143145203590393,0.43948373198509216,0.021974187344312668,0.10754119421412271,0.2900836169719696,0.7684600949287415,0.17911745607852936,0.3818570077419281,0.019092852249741554
26,0.11108144748513323,0.2834665775299072,0.7256208062171936,0.17671170830726624,0.4323786199092865,0.021618930622935295,0.10281258345985685,0.30490168929100037,0.76497483253479,0.190781831741333,0.2990788221359253,0.01495394203811884
27,0.11000737342907674,0.28918391466140747,0.719850480556488,0.18140287697315216,0.4248959422111511,0.021244801580905914,0.10136796183171097,0.3075980246067047,0.7579832673072815,0.19311295449733734,0.28272461891174316,0.014136230573058128
28,0.10911433263119326,0.29746773838996887,0.7279151678085327,0.18748904764652252,0.4218146502971649,0.021090731024742126,0.10374989109287265,0.30602285265922546,0.7695481777191162,0.1915178894996643,0.3407663404941559,0.017038319259881973
29,0.10810352973255763,0.3057779371738434,0.728238582611084,0.19393005967140198,0.4182906746864319,0.020914532244205475,0.10767007556630746,0.3169521987438202,0.7658889293670654,0.2003272920846939,0.42619240283966064,0.02130962163209915
30,0.1073121525779718,0.31530022621154785,0.7293953895568848,0.2015763521194458,0.4139816164970398,0.02069908380508423,0.10007802874987445,0.32174649834632874,0.7687178254127502,0.2038867324590683,0.2808781862258911,0.014043908566236496
31,0.10635112641948843,0.32108283042907715,0.7301133871078491,0.20628412067890167,0.41252651810646057,0.02062632329761982,0.1026593766434703,0.3366710841655731,0.7658670544624329,0.216050386428833,0.35255178809165955,0.017627589404582977
32,0.1055119483818059,0.3294800817966461,0.7325765490531921,0.21309489011764526,0.40875574946403503,0.02043779194355011,0.09894654324727152,0.3404623568058014,0.7627019286155701,0.21944235265254974,0.28684020042419434,0.014342010952532291
33,0.10454170023752708,0.33407583832740784,0.7371401786804199,0.2163940668106079,0.4035358130931854,0.02017679065465927,0.10356507623039575,0.35843780636787415,0.7317497730255127,0.23780231177806854,0.3814036250114441,0.019070183858275414
34,0.10352887207960232,0.3406904339790344,0.7357022166252136,0.22199180722236633,0.3985706567764282,0.01992853730916977,0.09797500718399407,0.34652677178382874,0.7741555571556091,0.22363398969173431,0.2835177779197693,0.014175891876220703
35,0.10268534642985777,0.3503025770187378,0.7370828986167908,0.2303847074508667,0.3972315192222595,0.019861573353409767,0.09826904689031357,0.34964194893836975,0.7791433930397034,0.22577005624771118,0.28984904289245605,0.014492452144622803
36,0.10212048656742995,0.3564707040786743,0.7388161420822144,0.23532098531723022,0.3977183997631073,0.019885919988155365,0.09752681015652527,0.35972335934638977,0.7487851977348328,0.23733334243297577,0.28369638323783875,0.014184818603098392
37,0.10113041101590806,0.3627074360847473,0.7404812574386597,0.2406921237707138,0.3933999240398407,0.019669994711875916,0.0970559667465477,0.36365267634391785,0.775510847568512,0.23795746266841888,0.28466495871543884,0.014233249239623547
38,0.10015567148988785,0.36783644556999207,0.7425065636634827,0.244803786277771,0.3913743495941162,0.01956871524453163,0.09586734129601951,0.36403778195381165,0.7853559255599976,0.23749156296253204,0.2674664258956909,0.013373320922255516
39,0.09914482602870285,0.3729983866214752,0.7420559525489807,0.24954307079315186,0.3843091130256653,0.019215457141399384,0.10406230750167236,0.39070454239845276,0.7365272641181946,0.2662086486816406,0.43554553389549255,0.021777275949716568
40,0.09835047338478944,0.3818511664867401,0.7398684620857239,0.25797703862190247,0.38539353013038635,0.019269676879048347,0.09699486584026348,0.3711096942424774,0.787004292011261,0.24317099153995514,0.2835659682750702,0.014178297482430935
41,,0.39535093307495117,0.7547562122344971,0.2681598663330078,0.3901078402996063,0.019505392760038376,,,,,,
