Epoch,Batch,lstm_1,lstm_2,dense_1,dense_2
1,1,35.20150375366211,43.14408493041992,18.520008087158203,12.324624061584473
1,2,35.26186752319336,43.24365997314453,18.53932762145996,12.34277629852295
1,3,35.30066680908203,43.30634689331055,18.551389694213867,12.365157127380371
1,4,35.32919692993164,43.358680725097656,18.560684204101562,12.390959739685059
1,5,35.35117721557617,43.40011215209961,18.56821632385254,12.417303085327148
1,6,35.362510681152344,43.43764114379883,18.57550811767578,12.446432113647461
1,7,35.3783073425293,43.45576858520508,18.583078384399414,12.475333213806152
1,8,35.377254486083984,43.500091552734375,18.589454650878906,12.49970531463623
1,9,35.38909912109375,43.489013671875,18.596540451049805,12.52585506439209
1,10,35.38716125488281,43.532127380371094,18.600435256958008,12.543554306030273
1,11,35.39841079711914,43.5384407043457,18.605669021606445,12.567660331726074
1,12,35.39665985107422,43.57611083984375,18.60883331298828,12.582067489624023
1,13,35.406089782714844,43.572261810302734,18.61382293701172,12.604582786560059
1,14,35.41053009033203,43.60902404785156,18.61598777770996,12.618109703063965
1,15,35.413856506347656,43.621097564697266,18.619169235229492,12.636005401611328
1,16,35.43058776855469,43.62175750732422,18.62274742126465,12.654861450195312
1,17,35.417091369628906,43.66043472290039,18.624752044677734,12.66789722442627
1,18,35.43227767944336,43.67595291137695,18.627843856811523,12.685022354125977
1,19,35.432525634765625,43.697486877441406,18.62964630126953,12.699469566345215
1,20,35.448699951171875,43.692867279052734,18.633893966674805,12.721115112304688
1,21,35.4493408203125,43.708152770996094,18.635581970214844,12.733242988586426
1,22,35.45018768310547,43.71782684326172,18.638246536254883,12.748032569885254
1,23,35.452728271484375,43.73307800292969,18.639902114868164,12.761756896972656
1,24,35.46568298339844,43.74024963378906,18.642404556274414,12.77889633178711
1,25,35.46552276611328,43.75397872924805,18.643997192382812,12.788848876953125
1,26,35.47156524658203,43.76248550415039,18.646451950073242,12.805020332336426
1,27,35.4649658203125,43.777587890625,18.648189544677734,12.81326675415039
1,28,35.491886138916016,43.784393310546875,18.652254104614258,12.833601951599121
1,29,35.48984909057617,43.79896545410156,18.653270721435547,12.840155601501465
1,30,35.49922180175781,43.80830001831055,18.65509033203125,12.85603141784668
1,31,35.51500701904297,43.82855224609375,18.656951904296875,12.871383666992188
1,32,35.52370834350586,43.836509704589844,18.65865135192871,12.881808280944824
1,33,35.526363372802734,43.843849182128906,18.660085678100586,12.894070625305176
1,34,35.530765533447266,43.85954284667969,18.66225814819336,12.909809112548828
1,35,35.53501892089844,43.86640548706055,18.66378402709961,12.918217658996582
1,36,35.540340423583984,43.87493133544922,18.666139602661133,12.931848526000977
1,37,35.54307174682617,43.88697814941406,18.666833877563477,12.942981719970703
1,38,35.55519104003906,43.90407180786133,18.669527053833008,12.960333824157715
