Epoch,Batch,lstm_1,lstm_2,dense_1,dense_2
1,1,0.08322320133447647,0.08321820944547653,-7.112423190847039e-06,-0.00284045678563416
1,2,0.08358496427536011,0.08347412943840027,0.0005979131674394011,-0.005026476923376322
1,3,0.08351842314004898,0.08342396467924118,0.0005676823784597218,-0.0060840267688035965
1,4,0.08340313285589218,0.08342934399843216,0.000671594578307122,-0.006832954473793507
1,5,0.08333713561296463,0.08339188247919083,0.0006395219243131578,-0.006943067070096731
1,6,0.08334993571043015,0.08340717107057571,0.0007235249504446983,-0.007382172159850597
1,7,0.08330860733985901,0.0833641067147255,0.0006643353262916207,-0.007327931933104992
1,8,0.08330992609262466,0.0833778977394104,0.000739801675081253,-0.007724949158728123
1,9,0.08331235498189926,0.08335841447114944,0.000725052785128355,-0.007796155288815498
1,10,0.08331826329231262,0.08336120843887329,0.0007623349083587527,-0.008095253258943558
1,11,0.08335578441619873,0.0833311527967453,0.0007525537512265146,-0.00817097444087267
1,12,0.08333900570869446,0.08336509019136429,0.0008301877533085644,-0.00849793292582035
1,13,0.08341053873300552,0.08329470455646515,0.0007555403281003237,-0.008419092744588852
1,14,0.08330325782299042,0.08335017412900925,0.0008769413107074797,-0.008820503950119019
1,15,0.08336400985717773,0.08330141007900238,0.0008229956729337573,-0.008797794580459595
1,16,0.08336663246154785,0.08332774043083191,0.0008802608936093748,-0.009096642956137657
1,17,0.08353175967931747,0.08324914425611496,0.000803725968580693,-0.009021936915814877
1,18,0.08323180675506592,0.08336275815963745,0.0009974229615181684,-0.009486834518611431
1,19,0.08329733461141586,0.08326070010662079,0.0008885138668119907,-0.009402530267834663
1,20,0.08333295583724976,0.08329039067029953,0.0009398016845807433,-0.009651163592934608
1,21,0.08344343304634094,0.08326119929552078,0.0009108595550060272,-0.009717954322695732
1,22,0.08345117419958115,0.08331496268510818,0.0009916875278577209,-0.010015086270868778
1,23,0.08365219086408615,0.08323531597852707,0.0009080740856006742,-0.009949387051165104
1,24,0.08329055458307266,0.08334192633628845,0.0011151180369779468,-0.010467138141393661
1,25,0.08343911170959473,0.08316431194543839,0.0008974979282356799,-0.010179596021771431
1,26,0.08344007283449173,0.08327232301235199,0.0010628551244735718,-0.010603256523609161
1,27,0.08357471227645874,0.0832248255610466,0.0009997907327488065,-0.010613881051540375
