Epochs,maestro_loss,f1_score,precision,recall,dur_error,dur_loss,val_maestro_loss,val_f1_score,val_precision,val_recall,val_dur_error,val_dur_loss
0,0.29312044382095337,0.013357622548937798,0.06720182299613953,0.024140672758221626,0.9785012006759644,0.09785011410713196,0.22044476866722107,0.0,0.0,0.0,0.829677402973175,0.08296775072813034
1,0.20695000886917114,0.0007655622321180999,0.08954435586929321,0.00038562866393476725,0.6786642670631409,0.06786644458770752,0.1674617975950241,0.0,0.0,0.0,0.4354957342147827,0.04354957863688469
2,0.19215546548366547,0.0008730145636945963,0.20322220027446747,0.0004378759185783565,0.6061176061630249,0.06061176955699921,0.17004990577697754,0.0,0.0,0.0,0.5012876391410828,0.0501287616789341
3,0.18310435116291046,0.008742257952690125,0.4064720869064331,0.0044347066432237625,0.578940749168396,0.05789407342672348,0.16734960675239563,0.011881337501108646,0.6243515610694885,0.006004956550896168,0.511061429977417,0.05110614374279976
4,0.1771308034658432,0.021500542759895325,0.489473432302475,0.011034030467271805,0.5599338412284851,0.05599338188767433,0.17776060104370117,0.019185112789273262,0.6443466544151306,0.009755554609000683,0.6341267228126526,0.06341265887022018
5,0.1725277453660965,0.035114988684654236,0.5732715725898743,0.018165118992328644,0.54241544008255,0.054241541773080826,0.16247107088565826,0.04297095164656639,0.6725083589553833,0.02225361578166485,0.5113743543624878,0.05113743618130684
6,0.16746720671653748,0.0458223819732666,0.5782064199447632,0.023935796692967415,0.5148300528526306,0.051482997834682465,0.1661546528339386,0.03760593757033348,0.701568067073822,0.019406916573643684,0.5506622791290283,0.05506622791290283
7,0.16622821986675262,0.05551694333553314,0.609106719493866,0.029222331941127777,0.5148299932479858,0.05148301646113396,0.14766950905323029,0.055420778691768646,0.706525981426239,0.02894054725766182,0.39350947737693787,0.039350952953100204
8,0.1630752682685852,0.06521560251712799,0.6184863448143005,0.034564610570669174,0.4986560046672821,0.04986559972167015,0.1623072773218155,0.05824606120586395,0.7104898691177368,0.030465364456176758,0.5426465272903442,0.054264653474092484
9,0.16172359883785248,0.07176844775676727,0.6286665201187134,0.03824473172426224,0.49552232027053833,0.049552224576473236,0.14056409895420074,0.05755238234996796,0.7431348562240601,0.03004787117242813,0.3377039432525635,0.033770397305488586
10,0.15856164693832397,0.07931725680828094,0.6426947116851807,0.04241639003157616,0.4758928716182709,0.047589290887117386,0.16054673492908478,0.09448607265949249,0.6741718053817749,0.050973474979400635,0.5440391302108765,0.05440391227602959
11,0.15656180679798126,0.09056151658296585,0.6375569105148315,0.048939310014247894,0.46567970514297485,0.046567972749471664,0.149944007396698,0.10375160723924637,0.6699581742286682,0.05634341016411781,0.4451439678668976,0.04451439902186394
12,0.1559407114982605,0.09653978049755096,0.6534407138824463,0.052295297384262085,0.4663829803466797,0.04663830250501633,0.1351655274629593,0.0939801037311554,0.7266983389854431,0.05037030205130577,0.3069117069244385,0.030691176652908325
13,0.15417002141475677,0.10335509479045868,0.6592550873756409,0.05619177222251892,0.45848923921585083,0.04584890976548195,0.15275390446186066,0.0980885922908783,0.7212945818901062,0.05277836322784424,0.4836976230144501,0.048369765281677246
14,0.15283405780792236,0.11018247902393341,0.6699984073638916,0.06018491089344025,0.4526411294937134,0.0452641099691391,0.14996105432510376,0.11241792887449265,0.7198631763458252,0.06115870177745819,0.4657927453517914,0.0465792752802372
15,0.15167111158370972,0.11642427742481232,0.6739359498023987,0.0639086663722992,0.4469720423221588,0.044697195291519165,0.13985620439052582,0.12402603775262833,0.6899192929267883,0.06836701184511185,0.37316447496414185,0.037316445261240005
