Epochs,maestro_loss,f1_score,precision,recall,dur_error,dur_loss,val_maestro_loss,val_f1_score,val_precision,val_recall,val_dur_error,val_dur_loss
0,0.2304702540024723,0.019177591428160667,0.09443668276071548,0.029180023819208145,0.9799087643623352,0.04899543896317482,0.1401247144934872,0.0,0.0,0.0,0.43277329206466675,0.021638663485646248
1,0.16306613762808406,0.003164033405482769,0.22940999269485474,0.0015968787483870983,0.6815568804740906,0.03407784923911095,0.1433277721878166,0.0,0.0,0.0,0.5495402216911316,0.02747700922191143
2,0.15276347054478334,0.009623740799725056,0.3964252471923828,0.00489897420629859,0.6169458627700806,0.03084729239344597,0.14283253089507597,0.017728708684444427,0.6230474710464478,0.00899785477668047,0.6002834439277649,0.030014170333743095
3,0.1462675711286948,0.027383707463741302,0.5224044919013977,0.014215289615094662,0.576890766620636,0.028844542801380157,0.13447413468528305,0.04498510807752609,0.5733320713043213,0.02348264865577221,0.5084461569786072,0.02542230486869812
4,0.14155935893755076,0.05432119965553284,0.603049099445343,0.02866055816411972,0.5565095543861389,0.027825482189655304,0.13043105367678495,0.0635371059179306,0.6872490644454956,0.03338366746902466,0.48924607038497925,0.024462305009365082
5,0.1377903898333612,0.07756609469652176,0.6260026097297668,0.04151800647377968,0.5369683504104614,0.026848409324884415,0.12906773583323358,0.10313072800636292,0.6221033930778503,0.056328777223825455,0.4867483973503113,0.024337422102689743
6,0.13521034246216782,0.09628468751907349,0.6387975811958313,0.052328869700431824,0.5287905335426331,0.026439525187015533,0.12744050722979477,0.09526074677705765,0.7212250828742981,0.05118323490023613,0.49835947155952454,0.024917971342802048
7,0.13271847080780352,0.11251159757375717,0.6332197189331055,0.06198740378022194,0.5133766531944275,0.025668833404779434,0.11983434017265804,0.13349603116512299,0.661785900592804,0.0745210126042366,0.3810417056083679,0.019052086398005486
8,0.13090830555172106,0.13184712827205658,0.6602687239646912,0.07351874560117722,0.5089049339294434,0.025445247069001198,0.11795499339886974,0.12648163735866547,0.7384798526763916,0.06934890151023865,0.3667219281196594,0.01833609864115715
9,0.1339097228733127,0.1377263218164444,0.6621149182319641,0.07718965411186218,0.5749526023864746,0.028747625648975372,0.11722868487668407,0.1266295462846756,0.7261801362037659,0.06953071057796478,0.3614143133163452,0.01807071454823017
10,0.12768626867271052,0.1542506217956543,0.6677075028419495,0.08737984299659729,0.4917297661304474,0.024586491286754608,0.11986064012193362,0.13557209074497223,0.767045259475708,0.07453027367591858,0.4204785227775574,0.021023927256464958
11,0.1297800918715945,0.16133031249046326,0.6838212609291077,0.09169486165046692,0.5375637412071228,0.026878194883465767,0.12327840115877758,0.1428842693567276,0.7554130554199219,0.07930653542280197,0.494795024394989,0.02473975345492363
12,0.13002322744938025,0.15492522716522217,0.6760250926017761,0.08778347074985504,0.5127378702163696,0.02563690021634102,0.12088932498948096,0.15357936918735504,0.7124004364013672,0.0863187313079834,0.42809632420539856,0.021404817700386047
13,0.12771384593124135,0.16004104912281036,0.6786656975746155,0.09095063805580139,0.49107345938682556,0.024553678929805756,0.11581819881158499,0.15205058455467224,0.7206706404685974,0.08528488129377365,0.35522863268852234,0.017761431634426117
14,0.12549446124818306,0.16414253413677216,0.6920689344406128,0.09340620040893555,0.4733453094959259,0.023667268455028534,0.11827318323535208,0.18037228286266327,0.6988838911056519,0.10372934490442276,0.4276893734931946,0.02138447016477585
15,0.12421847665596884,0.17563112080097198,0.6877240538597107,0.10100195556879044,0.46429726481437683,0.02321486547589302,0.11787540254135619,0.1795506477355957,0.7093237042427063,0.10297417640686035,0.4189704656600952,0.02094852179288864
16,0.12224194789786183,0.18187959492206573,0.6888894438743591,0.10502539575099945,0.443901926279068,0.022195100784301758,0.1132712337103757,0.20079897344112396,0.6990568041801453,0.11752260476350784,0.35242363810539246,0.017621181905269623
17,0.12126545297701147,0.19214607775211334,0.6940400004386902,0.11179177463054657,0.43665722012519836,0.02183285728096962,0.1157984709572281,0.18478275835514069,0.718921422958374,0.10621079802513123,0.410547137260437,0.02052735723555088
18,0.12068237023269371,0.19937926530838013,0.6993461847305298,0.11660334467887878,0.43549835681915283,0.02177491970360279,0.11152834129152876,0.17215703427791595,0.7445230484008789,0.09744684398174286,0.3205558955669403,0.016027793288230896
19,0.11945544066433292,0.20548515021800995,0.7069175839424133,0.1204979196190834,0.4254143536090851,0.021270718425512314,0.12078448324977074,0.21207141876220703,0.6797115802764893,0.1258263885974884,0.5126345753669739,0.025631731376051903
