Epoch,Batch,norm,mean,min,max
1,1,0.27883628010749817,0.00031038973247632384,-0.01819656789302826,0.014303602278232574
1,2,1.2778666019439697,0.00020908222359139472,-0.023972125723958015,0.22006858885288239
1,3,0.7055981159210205,4.795762288267724e-05,-0.11848028004169464,0.03268975391983986
1,4,0.25194212794303894,3.3915530366357416e-05,-0.025352731347084045,0.013177687302231789
1,5,0.44115811586380005,7.037152045086259e-06,-0.031638287007808685,0.06933733820915222
1,6,0.4536580741405487,-2.062908242805861e-05,-0.06552639603614807,0.005381657276302576
1,7,0.3375856876373291,3.274295158917084e-05,-0.02006658911705017,0.04810734838247299
1,8,0.932643473148346,-5.2808714826824144e-05,-0.16524435579776764,0.006367276888340712
1,9,0.4125635623931885,3.0112050808384083e-05,-0.019790446385741234,0.06785296648740768
1,10,0.8535082340240479,-4.602575791068375e-05,-0.14198924601078033,0.006085969507694244
1,11,0.5828489661216736,4.408854147186503e-05,-0.017299262806773186,0.10092151165008545
1,12,0.7169363498687744,-3.7165133107919246e-05,-0.11439942568540573,0.005360353738069534
1,13,0.5339114665985107,4.43685676145833e-05,-0.016239076852798462,0.08855891972780228
1,14,0.803054928779602,-4.6350549382623285e-05,-0.1273919939994812,0.006202406249940395
1,15,0.5569007396697998,4.11167748097796e-05,-0.01613716594874859,0.09308115392923355
1,16,0.8483918309211731,-4.8235895519610494e-05,-0.1319822371006012,0.006792552303522825
1,17,0.6069749593734741,7.144393748603761e-05,-0.011554652824997902,0.08815651386976242
1,18,0.9368894100189209,-6.654406024608761e-05,-0.15384352207183838,0.006854354403913021
1,19,0.6747952103614807,3.6066594475414604e-05,-0.015661224722862244,0.10938552767038345
1,20,0.8701156973838806,-5.3289208153728396e-05,-0.13285258412361145,0.006918587721884251
1,21,0.8105159401893616,4.850635741604492e-05,-0.013824828900396824,0.12554343044757843
1,22,0.8229147791862488,-4.656904638977721e-05,-0.12674051523208618,0.006829712074249983
1,23,0.6940621137619019,4.146407809457742e-05,-0.014009930193424225,0.11194197833538055
1,24,0.7471188306808472,-3.5359371395315975e-05,-0.11054525524377823,0.006391455419361591
1,25,0.5862768888473511,4.158875526627526e-05,-0.013199630193412304,0.09259447455406189
1,26,0.7694439888000488,-4.4312706450000405e-05,-0.11675700545310974,0.006719432771205902
1,27,0.6036098003387451,4.291894947527908e-05,-0.012716847471892834,0.0937139093875885
1,28,0.7687985301017761,-4.4504256948130205e-05,-0.11584841459989548,0.006793985143303871
1,29,0.5499244928359985,4.459724368643947e-05,-0.011982339434325695,0.08137773722410202
1,30,0.7761994004249573,-4.9176545871887356e-05,-0.1163470447063446,0.006749048363417387
1,31,0.6315294504165649,4.059531420352869e-05,-0.012102855369448662,0.09348008781671524
1,32,0.6742555499076843,-3.123472924926318e-05,-0.09407209604978561,0.006303547881543636
1,33,0.6242489218711853,3.572005880414508e-05,-0.012874487787485123,0.09531714767217636
1,34,0.1825418323278427,6.528617632284295e-06,-0.010840201750397682,0.0053297383710742
1,35,0.7171656489372253,3.528105662553571e-05,-0.013316985219717026,0.11052776873111725
1,36,0.19228573143482208,6.608772764593596e-06,-0.012417323887348175,0.006174745038151741
1,37,0.6873270273208618,3.235866461182013e-05,-0.012456623837351799,0.10125505924224854
1,38,0.20799963176250458,5.154384325578576e-06,-0.01575254648923874,0.006560684181749821
1,39,0.17422179877758026,-1.1686644938890822e-05,-0.012927648611366749,0.0024444919545203447
1,40,0.18908585608005524,2.200242306571454e-06,-0.013038987293839455,0.005801386199891567
1,41,0.16957761347293854,-8.736130439501721e-06,-0.012322190217673779,0.0034561834763735533
1,42,0.48296764492988586,3.0937073461245745e-05,-0.009585228748619556,0.06459729373455048
1,43,0.6593345999717712,-3.516741708153859e-05,-0.09038069099187851,0.006358780898153782
1,44,0.5163260102272034,3.139767795801163e-05,-0.009552284143865108,0.07042278349399567
1,45,0.6416560411453247,-3.540020406944677e-05,-0.08537779748439789,0.006456945091485977
1,46,0.5656178593635559,2.9995946533745155e-05,-0.01040277536958456,0.08133243769407272
1,47,0.1491834670305252,-7.406673830701038e-06,-0.01065682340413332,0.0032949158921837807
1,48,0.54628986120224,3.187899710610509e-05,-0.00960420724004507,0.07237185537815094
2,49,0.7127476930618286,-3.981955160270445e-05,-0.10114132612943649,0.007023156154900789
2,50,0.14201466739177704,-5.9179160416533705e-06,-0.010061316192150116,0.003215053817257285
2,51,0.145401269197464,-2.7879898425453575e-06,-0.009266029112040997,0.0038339856546372175
2,52,0.595934271812439,2.2868096493766643e-05,-0.011024849489331245,0.08803031593561172
2,53,0.5760628581047058,-1.463699845771771e-05,-0.07952925562858582,0.0061721885576844215
2,54,0.5027322173118591,2.5715085939737037e-05,-0.009249520488083363,0.0694042518734932
2,55,0.6425096392631531,-3.014495268871542e-05,-0.0863964781165123,0.006707018241286278
2,56,0.4745291769504547,2.2480837287730537e-05,-0.008370655588805676,0.062078364193439484
2,57,0.6621572971343994,-3.666826160042547e-05,-0.08871196955442429,0.006998771335929632
2,58,0.5449396967887878,2.2525937311002053e-05,-0.00895148329436779,0.07627297192811966
2,59,0.13857397437095642,-7.73616829974344e-06,-0.008605394512414932,0.0049994345754384995
2,60,0.5799451470375061,2.2378002540790476e-05,-0.009703799150884151,0.08255019783973694
2,61,0.16618625819683075,-3.7018980947323143e-06,-0.012470518238842487,0.006517765112221241
2,62,0.15400736033916473,-8.78264290804509e-06,-0.01300540566444397,0.006166011095046997
2,63,0.5019678473472595,1.924312709888909e-05,-0.007972230203449726,0.06615527719259262
2,64,0.638369083404541,-2.4774959456408396e-05,-0.08887749165296555,0.006729227490723133
2,65,0.45596790313720703,1.788624831533525e-05,-0.009520236402750015,0.06146872416138649
2,66,0.1582907885313034,-6.017407486069715e-06,-0.01319185271859169,0.01005282998085022
2,67,0.5475838780403137,1.8869017367251217e-05,-0.009625807404518127,0.07849930971860886
2,68,0.14827559888362885,-4.4955513658351265e-06,-0.009762832894921303,0.008222977630794048
2,69,0.5032539367675781,1.5423220247612335e-05,-0.008120773360133171,0.0642608031630516
2,70,0.1419338583946228,-5.492314357979922e-06,-0.00941986870020628,0.008889912627637386
2,71,0.5005127191543579,1.6365851479349658e-05,-0.008038638159632683,0.06559912115335464
2,72,0.14896045625209808,-5.712923211831367e-06,-0.010365890339016914,0.010544193908572197
2,73,0.5055827498435974,1.0230945008515846e-05,-0.00834902748465538,0.06657928973436356
2,74,0.15246757864952087,-9.156194209936075e-06,-0.013654821552336216,0.012079156003892422
2,75,0.5109621286392212,9.423709343536757e-06,-0.008774365298449993,0.07039494067430496
2,76,0.16984011232852936,-9.312060683441814e-06,-0.017142683267593384,0.0179358571767807
2,77,0.4525832235813141,1.2660171705647372e-05,-0.008618814870715141,0.0608125701546669
2,78,0.1576579511165619,-2.5722872578626266e-06,-0.012103520333766937,0.01628369837999344
2,79,0.5020312070846558,7.805373570590746e-06,-0.008474559523165226,0.06633243709802628
2,80,0.5648899674415588,-5.694595074601239e-06,-0.07804149389266968,0.00666928943246603
2,81,0.4471467435359955,1.0790425221784972e-05,-0.009505683556199074,0.0654754787683487
2,82,0.5773714780807495,-1.5809084743523272e-06,-0.08478525280952454,0.006437044590711594
2,83,0.44977349042892456,5.357695044949651e-06,-0.007725430652499199,0.05897734314203262
2,84,0.5596686601638794,-5.090871127322316e-06,-0.07566788792610168,0.006701275706291199
2,85,0.46238911151885986,4.58230488220579e-06,-0.008201482705771923,0.06010744348168373
2,86,0.16092734038829803,-6.826684057159582e-06,-0.018710598349571228,0.016398165374994278
2,87,0.48895183205604553,1.740048219289747e-06,-0.00853873509913683,0.06725525110960007
2,88,0.18782317638397217,-7.277490567503264e-06,-0.026081722229719162,0.0251598060131073
2,89,0.4626297652721405,1.823343382056919e-06,-0.008784652687609196,0.05988965928554535
2,90,0.5820491313934326,-4.248396635375684e-06,-0.07745983451604843,0.006880865432322025
2,91,0.46995803713798523,6.877118721604347e-06,-0.009588395245373249,0.06624895334243774
2,92,0.19343993067741394,-5.997043899697019e-06,-0.023371998220682144,0.02974030002951622
2,93,0.4355466961860657,4.10263328376459e-06,-0.009510751813650131,0.06120358780026436
2,94,0.17493467032909393,-4.823718427360291e-06,-0.020070528611540794,0.023884424939751625
2,95,0.4739137887954712,5.899009011045564e-06,-0.009556648321449757,0.06286982446908951
2,96,0.5532149076461792,1.0087303053296637e-05,-0.07438965141773224,0.008867516182363033
2,97,0.4644591212272644,5.849526587553555e-06,-0.008842314593493938,0.06406698375940323
3,98,0.22347739338874817,-2.2429812815971673e-06,-0.03233503922820091,0.029276167973876
3,99,0.1639116406440735,-3.378908104423317e-06,-0.021372905001044273,0.01940913498401642
3,100,0.17575426399707794,-9.587358817952918e-07,-0.020883111283183098,0.023991016671061516
3,101,0.44693082571029663,5.19077275384916e-06,-0.008968443609774113,0.0659831315279007
3,102,0.14908427000045776,-4.66127448817133e-06,-0.010840363800525665,0.01559950690716505
3,103,0.44042104482650757,-4.050263555654965e-07,-0.007847808301448822,0.06679514050483704
3,104,0.5482760071754456,6.7363666858000215e-06,-0.07506665587425232,0.006808690261095762
3,105,0.43849486112594604,1.365353796245472e-06,-0.008983487263321877,0.06828578561544418
3,106,0.17113018035888672,-1.581920514581725e-06,-0.01902887411415577,0.022713961079716682
3,107,0.4268244504928589,-2.7903820409846958e-06,-0.008473758585751057,0.060710109770298004
3,108,0.1788472831249237,-4.353520580480108e-06,-0.02299593761563301,0.020689159631729126
3,109,0.4541117250919342,-4.670221642300021e-06,-0.008639752864837646,0.06447652727365494
3,110,0.19328710436820984,-2.2220635855774162e-06,-0.027405597269535065,0.028345899656414986
3,111,0.43855977058410645,-3.7341437746363226e-06,-0.008871804922819138,0.06856752932071686
3,112,0.2156936079263687,-4.1297062125522643e-07,-0.033466652035713196,0.0325172133743763
3,113,0.42700642347335815,3.6818905755353626e-06,-0.009897592477500439,0.06529010087251663
3,114,0.1828123927116394,-2.214045480286586e-06,-0.01952010951936245,0.025797031819820404
3,115,0.4649248421192169,-4.090543370693922e-07,-0.009590281173586845,0.06858973950147629
3,116,0.23110893368721008,2.1488333459274145e-06,-0.03529145568609238,0.03738939389586449
3,117,0.44576773047447205,6.306858040261432e-07,-0.010354661382734776,0.07338909804821014
3,118,0.2190149426460266,3.7916174733254593e-06,-0.030202941969037056,0.030979979783296585
3,119,0.42188066244125366,1.2531411357485922e-06,-0.010565695352852345,0.058997735381126404
3,120,0.17730845510959625,-3.7316299312806223e-06,-0.022118790075182915,0.02226191759109497
3,121,0.44615888595581055,-3.7173915643506916e-06,-0.010104176588356495,0.06626079976558685
3,122,0.5572869777679443,1.1526414709805977e-05,-0.07519372552633286,0.006710187532007694
3,123,0.42318758368492126,-6.299669621512294e-06,-0.009193666279315948,0.06458111107349396
3,124,0.20542296767234802,-1.635606139416268e-07,-0.03177133575081825,0.02768280915915966
3,125,0.4360961616039276,-5.687179509550333e-06,-0.009605648927390575,0.06904532760381699
3,126,0.1818109005689621,-4.7865460146567784e-06,-0.02357744239270687,0.02282731421291828
3,127,0.4295211434364319,-7.822469569873647e-07,-0.010455382987856865,0.06995967775583267
3,128,0.2136756032705307,1.4232671219360782e-06,-0.031938064843416214,0.029004912823438644
3,129,0.21366748213768005,1.6303180245813564e-06,-0.03126049041748047,0.02717726305127144
3,130,0.22398364543914795,3.855936029140139e-06,-0.031529828906059265,0.025309491902589798
3,131,0.4474732279777527,2.338492777198553e-07,-0.010926068760454655,0.0708121806383133
3,132,0.19611161947250366,-1.47963032759435e-06,-0.02500610426068306,0.025513283908367157
3,133,0.4339834451675415,-7.73507599660661e-06,-0.009197350591421127,0.06764446943998337
3,134,0.24141737818717957,5.930930001341039e-06,-0.03168778494000435,0.03796703740954399
3,135,0.35884565114974976,1.784501364454627e-06,-0.01251893863081932,0.06132572889328003
3,136,0.18108326196670532,-6.355199957397417e-07,-0.024519192054867744,0.023323507979512215
3,137,0.42194291949272156,-1.3898383258492686e-05,-0.008504332974553108,0.0564006008207798
3,138,0.19111932814121246,-1.6001806670828955e-06,-0.025646673515439034,0.022220203652977943
3,139,0.4302108585834503,-4.870170869253343e-06,-0.009638020768761635,0.07055944204330444
3,140,0.23046746850013733,-1.440108405859064e-07,-0.03588176146149635,0.034350425004959106
3,141,0.4719909131526947,-1.2548570339276921e-05,-0.009801210835576057,0.06766578555107117
3,142,0.21062390506267548,4.948553282702051e-07,-0.028319314122200012,0.033966343849897385
3,143,0.4252161979675293,-7.187452865764499e-06,-0.00982100423425436,0.06150033697485924
3,144,0.21571651101112366,2.9825991987308953e-06,-0.0292902160435915,0.03647546470165253
3,145,0.4463980793952942,-2.4042151380854193e-06,-0.011503062210977077,0.06816757470369339
3,146,0.5460162162780762,1.9024713765247725e-05,-0.08015638589859009,0.00713774561882019
4,147,0.4341467320919037,-1.261875695490744e-05,-0.009004789404571056,0.06664299219846725
4,148,0.1852002590894699,4.971851126356341e-07,-0.02607373334467411,0.021089861169457436
4,149,0.4299878478050232,-1.7846137779997662e-05,-0.00839581061154604,0.059788111597299576
4,150,0.19085372984409332,9.029463399201632e-09,-0.02872796729207039,0.026268377900123596
4,151,0.4381052255630493,-1.6206653526751325e-05,-0.008860277943313122,0.0633038803935051
4,152,0.1930905282497406,1.2971058822586201e-06,-0.024333521723747253,0.023923644796013832
4,153,0.4127863049507141,-6.755470622010762e-06,-0.0093654440715909,0.06153341382741928
4,154,0.22327470779418945,8.279108669739799e-07,-0.032783471047878265,0.03554088994860649
4,155,0.4404086768627167,-1.071027963917004e-05,-0.010254562832415104,0.06792894005775452
4,156,0.21294157207012177,2.1410055524029303e-06,-0.030337827280163765,0.03417269513010979
4,157,0.4433554708957672,-1.2898404747829773e-05,-0.010175155475735664,0.06938145309686661
4,158,0.21886979043483734,7.2284842644876335e-06,-0.030044592916965485,0.02809235453605652
4,159,0.4135144352912903,-1.1586176697164774e-05,-0.008614813908934593,0.06326787918806076
4,160,0.22168919444084167,2.4499345272488426e-06,-0.032177697867155075,0.028081810101866722
