Epochs,maestro_loss,f1_score,precision,recall,dur_error,dur_loss,val_maestro_loss,val_f1_score,val_precision,val_recall,val_dur_error,val_dur_loss
0,0.4134446727250675,0.05805080384016037,0.04204007238149643,0.14238350093364716,1.251427412033081,0.06257136166095734,0.1735342285267304,0.0,0.0,0.0,0.7284414172172546,0.03642207011580467
1,0.2344617118295199,0.04365452751517296,0.06201951205730438,0.035282060503959656,0.972705602645874,0.048635296523571014,0.15280340948811366,0.0,0.0,0.0,0.503265917301178,0.025163300335407257
2,0.19951297925351594,0.024347953498363495,0.08178088068962097,0.014531058259308338,0.855255663394928,0.042762789875268936,0.14562759540044973,0.0,0.0,0.0,0.4495756924152374,0.02247878536581993
3,0.18068599801909643,0.014137267135083675,0.11187942326068878,0.007575707044452429,0.7725511193275452,0.038627561181783676,0.14708393295049096,0.0,0.0,0.0,0.5242049694061279,0.026210248470306396
4,0.17102505765687795,0.00899316743016243,0.1490068882703781,0.004650249611586332,0.7126619815826416,0.03563308343291283,0.14291023078185483,0.0,0.0,0.0,0.46286094188690186,0.023143047466874123
5,0.1644449656660763,0.004650664050132036,0.1592516452074051,0.0023613586090505123,0.6683667898178101,0.03341834247112274,0.14015503027123455,0.0,0.0,0.0,0.4281521141529083,0.021407604217529297
6,0.16035322402192673,0.003013438079506159,0.16969557106494904,0.0015213948208838701,0.6434072852134705,0.032170359045267105,0.13917018050541194,0.0,0.0,0.0,0.4279957115650177,0.021399784833192825
7,0.15641284591428953,0.002913388889282942,0.24694965779781342,0.0014669065130874515,0.6130815744400024,0.030654072761535645,0.13918434230742277,0.0,0.0,0.0,0.44801005721092224,0.022400500252842903
8,0.15360115902223756,0.003947309218347073,0.31767043471336365,0.0019876828882843256,0.5987754464149475,0.029938766732811928,0.1376195601568041,0.0,0.0,0.0,0.43597710132598877,0.02179885469377041
9,0.15122700935259026,0.006944890134036541,0.39763081073760986,0.003505128435790539,0.587089478969574,0.02935446985065937,0.1386453949248859,0.0,0.0,0.0,0.48383310437202454,0.024191658943891525
10,0.14896179988969105,0.01165726501494646,0.45512187480926514,0.005911046173423529,0.5755507946014404,0.028777537867426872,0.13375664988875102,0.0004352205723989755,0.27272725105285645,0.00021780170209240168,0.41362711787223816,0.0206813532859087
11,0.1469015711982139,0.015535347163677216,0.44518670439720154,0.007917052134871483,0.5616613626480103,0.028083061799407005,0.1322712704948717,0.009383193217217922,0.7778514623641968,0.004723947029560804,0.4069516062736511,0.020347582176327705
12,0.14540831300586,0.0206828061491251,0.4694861173629761,0.010594118386507034,0.5556730031967163,0.027783656492829323,0.13181963637979538,0.012460893951356411,0.7676892876625061,0.006290114019066095,0.40182235836982727,0.020091120153665543
13,0.14408477791368823,0.026815956458449364,0.5083637833595276,0.013790130615234375,0.5507824420928955,0.027539124712347984,0.13016785061350614,0.020878436043858528,0.7687572240829468,0.010598099790513515,0.3948386013507843,0.019741931930184364
14,0.14277613666726294,0.03371881693601608,0.5305113196372986,0.017442893236875534,0.5432323217391968,0.02716161496937275,0.13026053928458425,0.025381827726960182,0.7695856690406799,0.012939834035933018,0.41493406891822815,0.020746702328324318
15,0.14160704018263512,0.03778380528092384,0.547919511795044,0.0196012482047081,0.5386834740638733,0.026934174820780754,0.1333609847521927,0.03983568772673607,0.7243596315383911,0.020518409088253975,0.4920337498188019,0.024601686745882034
16,0.14023808413543068,0.044833358377218246,0.5774415731430054,0.023356907069683075,0.529380202293396,0.02646900899708271,0.12750066396397858,0.03694305196404457,0.7300456762313843,0.019015340134501457,0.38281935453414917,0.01914096809923649
17,0.13917488899927927,0.04715639725327492,0.5752549171447754,0.024626465514302254,0.5213685035705566,0.026068424805998802,0.12751002740935824,0.04809477552771568,0.7251008152961731,0.024921000003814697,0.4034990072250366,0.02017495222389698
18,0.13822767892989693,0.051229313015937805,0.5875260829925537,0.026837415993213654,0.5155647397041321,0.025778239592909813,0.12707555656605227,0.0470101498067379,0.7853055596351624,0.024347597733139992,0.4019487500190735,0.020097441971302032
19,0.13722416944720844,0.05623720958828926,0.6005505919456482,0.029580917209386826,0.5120876431465149,0.025604378432035446,0.1252590412256486,0.04985380172729492,0.7696951031684875,0.025838220492005348,0.38245880603790283,0.019122937694191933
20,0.13652034760812168,0.060662101954221725,0.5923136472702026,0.032045878469944,0.5068921446800232,0.025344612076878548,0.12377141513343932,0.06577742099761963,0.7413345575332642,0.03447951376438141,0.36208027601242065,0.018104014918208122
21,0.13549074607618608,0.06268415600061417,0.5937970876693726,0.033178120851516724,0.4995255768299103,0.024976275861263275,0.1250695656547462,0.0743369534611702,0.7477254271507263,0.03920352831482887,0.39427006244659424,0.0197135042399168
22,0.1345387705327842,0.06600429117679596,0.5942981839179993,0.035011809319257736,0.4919769763946533,0.024598851799964905,0.12142717122493053,0.06377197802066803,0.7841904163360596,0.03334856405854225,0.3306684195995331,0.016533421352505684
23,0.13363904240441613,0.06893095374107361,0.6042632460594177,0.03664723411202431,0.4842252731323242,0.02421126328408718,0.12078524092818546,0.07562188804149628,0.7425587177276611,0.039946939796209335,0.325842946767807,0.01629214733839035
24,0.13313925877809948,0.07407696545124054,0.6146489977836609,0.03952443227171898,0.4802042841911316,0.02401021309196949,0.12064608094295672,0.07500392943620682,0.7876735329627991,0.03955468162894249,0.332796186208725,0.016639811918139458
25,0.1323319456276958,0.07874201238155365,0.6275144815444946,0.042110901325941086,0.4760185480117798,0.023800933733582497,0.1259001135034753,0.1018231213092804,0.7392129898071289,0.05481128394603729,0.44375336170196533,0.022187666967511177
26,0.13176626247890888,0.08107540756464005,0.6282171607017517,0.04344305396080017,0.47186294198036194,0.023593146353960037,0.11894926611109455,0.07731989771127701,0.770926833152771,0.0407978855073452,0.3110022246837616,0.01555011048913002
27,0.13087022267321755,0.08163655549287796,0.625002920627594,0.0437883660197258,0.4635670483112335,0.023178350180387497,0.1262480777066813,0.10432600975036621,0.743050754070282,0.05619359388947487,0.4693509042263031,0.023467540740966797
28,0.13061863030824233,0.09019279479980469,0.6225883960723877,0.04871987923979759,0.46687307953834534,0.023343658074736595,0.12189983231003997,0.0994652584195137,0.7560417056083679,0.05345863103866577,0.3932938277721405,0.019664695486426353
29,0.1299421407419841,0.0899653360247612,0.6246402859687805,0.048594120889902115,0.45922261476516724,0.022961130365729332,0.11669559542672915,0.09848058968782425,0.7810817360877991,0.05271885544061661,0.2903256118297577,0.014516276307404041
30,0.12939997241722392,0.09403941035270691,0.6354684233665466,0.05093047767877579,0.4529578387737274,0.022647900506854057,0.11871818449226622,0.10764113068580627,0.7688737511634827,0.05795001983642578,0.34038451313972473,0.017019225284457207
31,0.1288518613451589,0.09924619644880295,0.6391269564628601,0.053941916674375534,0.45204854011535645,0.022602427750825882,0.1202631216690634,0.11111711710691452,0.7789800763130188,0.05998563393950462,0.3791111707687378,0.01895555853843689
32,0.1284225937266839,0.09964361041784286,0.6292707920074463,0.05424610152840614,0.4508122205734253,0.022540604695677757,0.12217603377666769,0.12747807800769806,0.7548139095306396,0.06981085985898972,0.42561522126197815,0.021280765533447266
33,0.12789375570592743,0.10418251901865005,0.6479445099830627,0.05681196600198746,0.44929930567741394,0.022464966401457787,0.12242998871364959,0.1327591836452484,0.7438371777534485,0.07301834970712662,0.43084999918937683,0.0215425007045269
34,0.12753217211008996,0.10921537131071091,0.6520184278488159,0.059700723737478256,0.44673579931259155,0.022336788475513458,0.11459208550778302,0.12255122512578964,0.7720534801483154,0.06671866774559021,0.2827531099319458,0.014137654565274715
35,0.12721331749358275,0.11081216484308243,0.6616421341896057,0.06062425673007965,0.4453616440296173,0.022268081083893776,0.1153084276326134,0.1313542127609253,0.762965738773346,0.07194847613573074,0.29722583293914795,0.014861291274428368
36,0.1266971153095285,0.11339909583330154,0.6468919515609741,0.06230916082859039,0.44226741790771484,0.0221133753657341,0.11459135981326435,0.12743990123271942,0.7985153794288635,0.06941879540681839,0.28504592180252075,0.014252299442887306
37,0.12650503489500298,0.11635658144950867,0.6633257865905762,0.06393862515687943,0.4425243139266968,0.0221262127161026,0.11673748723732552,0.12663301825523376,0.7744140625,0.06911416351795197,0.33285579085350037,0.01664278842508793
38,0.12607059277926477,0.11616772413253784,0.659360945224762,0.06384298950433731,0.4380115866661072,0.02190057747066021,0.1143622964060045,0.14351345598697662,0.7631359100341797,0.07941381633281708,0.2950100600719452,0.014750504866242409
39,0.12572242288317775,0.12436722964048386,0.6582289934158325,0.0688607394695282,0.43895596265792847,0.021947791799902916,0.11848882605960047,0.16474197804927826,0.7284122109413147,0.09312307089567184,0.37860390543937683,0.01893019489943981
40,0.12530765758798845,0.12454400211572647,0.6565654873847961,0.06900496035814285,0.434514582157135,0.02172573283314705,0.11555915948662308,0.16425810754299164,0.7380011081695557,0.0929410457611084,0.3300819993019104,0.01650409959256649
41,0.12504340279538992,0.12855321168899536,0.6705828309059143,0.07128138095140457,0.4347991645336151,0.021739959716796875,0.1144672471555247,0.14621351659297943,0.7662830948829651,0.0810026228427887,0.31475022435188293,0.015737509354948997
42,0.1246383678878023,0.12826596200466156,0.67151939868927,0.0710974708199501,0.4317398965358734,0.02158699743449688,0.11254218241731201,0.15204589068889618,0.7672194838523865,0.08479313552379608,0.2748159170150757,0.01374079566448927
43,0.12427818360120751,0.13066361844539642,0.6600454449653625,0.07267686724662781,0.42952704429626465,0.021476350724697113,0.11231707033884826,0.15325990319252014,0.7556440830230713,0.08548892289400101,0.2780969440937042,0.013904846273362637
44,0.12402413785869783,0.13725575804710388,0.6779657602310181,0.07655441015958786,0.4294448792934418,0.02147224359214306,0.11216902020489534,0.15212443470954895,0.7746896147727966,0.08451610058546066,0.277915358543396,0.01389576867222786
45,0.12372803277526948,0.13884828984737396,0.6700671315193176,0.07766681909561157,0.4285278618335724,0.02142639458179474,0.11417183945501244,0.1651696413755417,0.7554250359535217,0.09297686070203781,0.32561856508255005,0.016280928626656532
